7896714205199##CLORIDRATO DE PROPRANOLOL                    80MG CX 30 COMP##6,67 
7897595604262##CLORIDRATO DE RANITIDINA                     300MG CX 20 COMP REV##33,62 
7896181919117##CLORIDRATO DE RANITIDINA                     300MG CX 20 COMP REV##26,02 
7896862918071##CLORIDRATO DE RANITIDINA                     150MG CX 20 COMP REV##18,73 
7896862918095##CLORIDRATO DE RANITIDINA                     150MG CX 60 COMP REV##44,94 
7899095245181##CLORIDRATO DE RANITIDINA                     150MG/10ML XPE FR 120ML+SER DOS##21,07 
7896658002762##CLORIDRATO DE RANITIDINA                     15MG/ML XPE FR 120ML+COP##20,62 
7896112149477##CLORIDRATO DE RANITIDINA                     25MG SOL INJ 5AMP X 2ML##5,86 
7898208144502##CLORIDRATO DE RANITIDINA                     25MG/ML SOL INJ CX 50 AMP X 2ML HOSP##67,56 
7896006238515##CLORIDRATO DE RANITIDINA                     25MG/ML SOL INJ CX 50AMP X 2ML EMB HOSP##56,09 
7891317445508##CLORIDRATO DE ROPIVACAINA                    10MG SOL INJ 5AMP INC 20ML##152,03 
7891317445553##CLORIDRATO DE ROPIVACAINA                    7,5MG SOL INJ 5AMP INC 20ML##112,37 
7896181904731##CLORIDRATO DE SELEGILINA                     5MG CX 30 COMP##22,61 
7898146822005##CLORIDRATO DE SERTRALINA                     100MG CX 14 COMP##65,04 
7896004706337##CLORIDRATO DE SERTRALINA                     100MG CX 14 COMP REV##58,98 
7896004710129##CLORIDRATO DE SERTRALINA                     100MG CX 14 COMP REV##58,97 
7894916142571##CLORIDRATO DE SERTRALINA                     100MG CX 14 COMP REV##57,78 
7898146821992##CLORIDRATO DE SERTRALINA                     50 MG CT BL 30 COM REV##49,97 
7898095346843##CLORIDRATO DE SERTRALINA                     50MG CX 10 COMP REV##22,42 
7898095346850##CLORIDRATO DE SERTRALINA                     50MG CX 20 COMP REV##42,19 
7896004706320##CLORIDRATO DE SERTRALINA                     50MG CX 20 COMP REV##44,43 
7896004710105##CLORIDRATO DE SERTRALINA                     50MG CX 20 COMP REV##44,43 
7894916142557##CLORIDRATO DE SERTRALINA                     50MG CX 20 COMP REV##43,43 
7896004706344##CLORIDRATO DE SERTRALINA                     50MG CX 28 COMP REV##58,98 
7896004710099##CLORIDRATO DE SERTRALINA                     50MG CX 28 COMP REV##58,65 
7894916142564##CLORIDRATO DE SERTRALINA                     50MG CX 28 COMP REV##57,78 
7898095346874##CLORIDRATO DE SERTRALINA                     50MG CX 30 COMP REV##58,97 
7898361880385##CLORIDRATO DE SERTRALINA                     100MG CX 14 COMP REV##65,03 
7891317438050##CLORIDRATO DE SERTRALINA                     100MG CX 20 COMP##81,91 
7891317446963##CLORIDRATO DE SERTRALINA                     100MG CX 30 COMP REV##83,63 
7891317456559##CLORIDRATO DE SERTRALINA                     25MG CX 30 COMP REV##31,01 
7896181909163##CLORIDRATO DE SERTRALINA                     50MG CX 10 COMP REV##21,68 
7898361884444##CLORIDRATO DE SERTRALINA                     50MG CX 140 COMP REV EMB HOSP##246,62 
7891317007027##CLORIDRATO DE SERTRALINA                     50MG CX 20 COMP##43,18 
7896181909194##CLORIDRATO DE SERTRALINA                     50MG CX 20 COMP REV##39,92 
7891317008772##CLORIDRATO DE SERTRALINA                     50MG CX 28 COMP##54,92 
7896181909217##CLORIDRATO DE SERTRALINA                     50MG CX 28 COMP REV##52,79 
7898361884451##CLORIDRATO DE SERTRALINA                     50MG CX 280 COMP REV EMB HOSP##493,23 
7896422506304##CLORIDRATO DE SERTRALINA                     50MG CX 30 COMP##73,71 
7891721200472##CLORIDRATO DE SERTRALINA                     50MG CX 30 COMP REV##47,37 
7891317446031##CLORIDRATO DE SERTRALINA                     50MG CX 30 COMP REV##52,91 
7898910350154##CLORIDRATO DE SERTRALINA                     50MG CX 30 COMP REV##39,36 
7898361884468##CLORIDRATO DE SERTRALINA                     50MG CX 560 COMP REV EMB HOSP##986,47 
7898361880507##CLORIDRATO DE SERTRALINA                     50MG CX 28 COMP REV##38,69 
7895296232067##CLORIDRATO DE SERTRALINA                     50MG CX 28 COMP REV##52,72 
7897076908148##CLORIDRATO DE SERTRALINA                     50MG CX 30 COMP##45,48 
7897595604705##CLORIDRATO DE SERTRALINA                     50MG CX 30 COMP REV##35,58 
7895296232081##CLORIDRATO DE SERTRALINA                     50MG CX 30 COMP REV##56,07 
7898095346874##CLORIDRATO DE SERTRALINA                     50MG CX 3BL OPC X 10 COMP REV##58,97 
7896714239255##CLORIDRATO DE SERTRALINA                     50MG CX 3BL TRANS 10 COMP REV##36,30 
7896004721095##CLORIDRATO DE SIBUTRAMINA                    10MG CX 30 CAP##37,83 
7896004721149##CLORIDRATO DE SIBUTRAMINA                    10MG CX 30 CAP##28,45 
7894916144445##CLORIDRATO DE SIBUTRAMINA                    10MG CX 30 COMP##36,67 
7896004721170##CLORIDRATO DE SIBUTRAMINA                    15MG CX 10 CAP##15,59 
7896004721163##CLORIDRATO DE SIBUTRAMINA                    15MG CX 30 CAP##35,57 
7894916144469##CLORIDRATO DE SIBUTRAMINA                    15MG CX 30 CAP##43,69 
7896181913528##CLORIDRATO DE SIBUTRAMINA                    10MG CX 30 CAP##43,88 
7896181913511##CLORIDRATO DE SIBUTRAMINA                    15MG CX 30 CAP##52,21 
7896004721125##CLORIDRATO DE SIBUTRAMINA                    15MG CX 30 CAP##45,05 
7891317481636##CLORIDRATO DE SIBUTRAMINA MONOHIDRATADO      10MG CX 30 CAP##57,80 
7891317481629##CLORIDRATO DE SIBUTRAMINA MONOHIDRATADO      15MG CX 30 CAP##45,05 
7896112164043##CLORIDRATO DE SIBUTRAMINA MONOIDRATADA       15MG CX 30 CAP GEL##46,79 
7896181909293##CLORIDRATO DE SOTALOL                        120MG CX 30 COMP##34,27 
7897595602053##CLORIDRATO DE SOTALOL                        160MG CX 20 COMP##33,90 
7896181909583##CLORIDRATO DE SOTALOL                        160MG CX 20 COMP##32,98 
7891721023521##CLORIDRATO DE SOTALOL                        160MG FR 30 COMP##44,68 
7899095236509##CLORIDRATO DE TANSULOSINA                    0,4MG CX 30 CAP##105,15 
7899095234192##CLORIDRATO DE TANSULOSINA                    0,4MG CX 20 CAP##72,67 
7896714228907##CLORIDRATO DE TERBINAFINA                    10MG CREME DERM BG 20##11,22 
7898148296514##CLORIDRATO DE TERBINAFINA                    10MG/G CREME BG 20##15,46 
7898148295913##CLORIDRATO DE TERBINAFINA                    10MG/ML SOL TOP FR 30ML##26,11 
7898146822944##CLORIDRATO DE TERBINAFINA                    250 MG CT BL 14 COM##54,41 
7898146822951##CLORIDRATO DE TERBINAFINA                    250MG CT BL 28 COMP##108,83 
7896004703794##CLORIDRATO DE TERBINAFINA                    250MG CX 14 COMP##61,86 
7899547504675##CLORIDRATO DE TERBINAFINA                    250MG CX 14 COMP##48,50 
7896004703787##CLORIDRATO DE TERBINAFINA                    250MG CX 28 COMP##123,09 
7896004719641##CLORIDRATO DE TERBINAFINA                    250MG CX 9BL X 10 COMP##395,07 
7896004701035##CLORIDRATO DE TERBINAFINA                    CREME BG 20##15,87 
7896004716671##CLORIDRATO DE TERBINAFINA                    CREME BG 20##10,94 
7896422504669##CLORIDRATO DE TERBINAFINA                    1% CREME BG 20##17,10 
7896422504683##CLORIDRATO DE TERBINAFINA                    125MG CX 14 COMP##34,38 
7896422504713##CLORIDRATO DE TERBINAFINA                    250MG CX 14 COMP##60,56 
7896181918998##CLORIDRATO DE TERBINAFINA                    250MG CX 14 COMP##59,93 
7896422504720##CLORIDRATO DE TERBINAFINA                    250MG CX 28 COMP##120,59 
7896181919001##CLORIDRATO DE TERBINAFINA                    250MG CX 28 COMP##119,97 
7896422504706##CLORIDRATO DE TERBINAFINA                    250MG CX 7 COMP##32,37 
7896112133766##CLORIDRATO DE TERBINAFINA                    10MG/G CREM DERM BG 20##10,60 
7896658013522##CLORIDRATO DE TERBINAFINA                    250MG CX 14 COMP##59,93 
7896658013546##CLORIDRATO DE TERBINAFINA                    250MG CX 28 COMP##119,97 
7898148291335##CLORIDRATO DE TETRACICLINA                   500MG CX 12 CAP##14,40 
7899547506570##CLORIDRATO DE TETRACICLINA                   500MG CX 140 CAP EMB FRAC##75,99 
7898148291373##CLORIDRATO DE TETRACICLINA                   500MG CX 300 CAP HOSP##163,42 
7896112159131##CLORIDRATO DE TETRACICLINA                   500MG CX 8 CAP##9,67 
7896862918064##CLORIDRATO DE TETRACICLINA                   500MG CX 8 CAP##9,16 
7896862918057##CLORIDRATO DE TETRACICLINA                   500MG CX 80 CAP##73,80 
7898148293469##CLORIDRATO DE TETRACICLINA+ANFOTERICINA B    25+12,5MG CREM VAG CX 50 BG 45G+500APLIC HOSP##796,78 
7894916142373##CLORIDRATO DE TETRACICLINA+ANFOTERICINA B    25+12,5MG CREME VAG BG 45G+10APLIC##20,92 
7898148293568##CLORIDRATO DE TETRACICLINA+ANFOTERICINA B    25+12,5MG/G CREME VAG 45G+10APLIC##22,15 
7896004705101##CLORIDRATO DE TETRACICLINA+ANFOTERICINA B    CREME VAG BG 45G+10APLIC##22,18 
7896112131076##CLORIDRATO DE TICLOPIDINA                    250MG CX 20 COMP REV##28,20 
7896004710310##CLORIDRATO DE TICLOPIDINA                    250MG CX 2BL X 10 COMP REV##28,22 
7896004709970##CLORIDRATO DE TICLOPIDINA                    250MG CX 2BL X 10 COMP REV##28,22 
7896112127291##CLORIDRATO DE TICLOPIDINA                    250MG CX 30 COMP REV##42,36 
7894916144902##CLORIDRATO DE TICLOPIDINA                    250MG CX 30 COMP REV##42,36 
7896004723211##CLORIDRATO DE TICLOPIDINA                    250MG CX 3BL X 10 COMP REV##42,36 
7896004723228##CLORIDRATO DE TICLOPIDINA                    250MG CX 3BL X 10 COMP REV##42,36 
7891317454739##CLORIDRATO DE TICLOPIDINA                    250MG CX 20 COMP##28,21 
7891317454746##CLORIDRATO DE TICLOPIDINA                    250MG CX 30 COMP##42,32 
7896422515801##CLORIDRATO DE TICLOPIDINA                    250MG CX 30 COMP REV##42,31 
7896181900665##CLORIDRATO DE TICLOPIDINA                    250MG CX 30 COMP REV##39,75 
7891721023514##CLORIDRATO DE TICLOPIDINA                    250MG FR 30 COMP REV##39,19 
7897076909060##CLORIDRATO DE TIZANIDINA                     2MG CX 20 COMP##13,13 
7897076909077##CLORIDRATO DE TIZANIDINA                     2MG CX 30 COMP##20,21 
7898947385228##CLORIDRATO DE TOPOTECANA                     4MG PO LIOF SOL INJ FA X 5ML##756,69 
7896004708607##CLORIDRATO DE TRAMADOL                       100MG SOL ORAL FR 15ML##42,25 
7896714225890##CLORIDRATO DE TRAMADOL                       100MG SOL ORAL FR GTS 10ML##36,96 
7896004711744##CLORIDRATO DE TRAMADOL                       50MG CX 10 CAP##19,64 
7896112121145##CLORIDRATO DE TRAMADOL                       50MG CX 10 CAP##17,72 
7896004711768##CLORIDRATO DE TRAMADOL                       50MG CX 10 CAP##18,69 
7896714217321##CLORIDRATO DE TRAMADOL                       50MG CX 10 CAP GEL##18,06 
7894916141550##CLORIDRATO DE TRAMADOL                       50MG CX 10 COMP##18,57 
7897595602299##CLORIDRATO DE TRAMADOL                       50MG CX 10 CAP##17,21 
7896422509350##CLORIDRATO DE TRAMADOL                       50MG CX 10 CAP##17,79 
7896006245452##CLORIDRATO DE TRAMADOL                       50MG/ML SOL INJ CX 50AMP X 1ML EMB HOSP##188,99 
7896006245520##CLORIDRATO DE TRAMADOL                       50MG/ML SOL INJ CX 50AMP X 2ML EMB HOSP##270,85 
7895296014014##CLORIDRATO DE TRAMADOL                       50MG CX 10 CAP##18,57 
7898487606111##CLORIDRATO DE TRAMADOL                       50MG/ML SOL INJ CX 50 AMP X 1ML EMB HOSP##187,47 
7898487606081##CLORIDRATO DE TRAMADOL                       50MG/ML SOL INJ CX 50 AMP X 2ML EMB HOSP##267,89 
7896181921547##CLORIDRATO DE TRAMADOL+PARACETAMOL           37,5+325MG CX 10 COMP REV##19,00 
7896181921554##CLORIDRATO DE TRAMADOL+PARACETAMOL           37,5+325MG CX 20 COMP REV##37,06 
7896658017049##CLORIDRATO DE TRAMADOL+PARACETAMOL           37,5+325)MG CX 10 COMP REV##19,00 
7896658017056##CLORIDRATO DE TRAMADOL+PARACETAMOL           37,5+325)MG CX 20 COMP REV##37,06 
7897076913050##CLORIDRATO DE VALACICLOVIR                   500MG CX 10 COMP##60,12 
7897076913111##CLORIDRATO DE VALACICLOVIR                   500MG CX 42 COMP##243,57 
7896242150893##CLORIDRATO DE VANCOMICINA                    500MG PO INJ CX 100 FA VD INC##1.782,63 
7896242150886##CLORIDRATO DE VANCOMICINA                    500MG PO INJ CX 20 FA VD INC##356,53 
7896242150879##CLORIDRATO DE VANCOMICINA                    500MG PO INJ CX 20 FA VD INC+20 AMP X 10ML##356,53 
7898924600467##CLORIDRATO DE VANCOMICINA                    500MG PO INJ CX 25FA##472,66 
7898924600450##CLORIDRATO DE VANCOMICINA                    500MG PO LIOF SOL INJ FA X 10ML##18,91 
7896014685172##CLORIDRATO DE VANCOMICINA                    500MG PO SOL INJ CX 100FA##1.890,85 
7896014685165##CLORIDRATO DE VANCOMICINA                    500MG PO SOL INJ CX 20FA##378,17 
7896014685158##CLORIDRATO DE VANCOMICINA                    500MG PO SOL INJ CX 20FA +20AMP X 10ML##378,17 
7896014685189##CLORIDRATO DE VANCOMICINA                    500MG PO SOL INJ FA TIPO I+AMP X 10ML##18,41 
7891317414443##CLORIDRATO DE VANCOMICINA                    500MG INJ 50 FA HOSP##750,18 
7896014685226##CLORIDRATO DE VANCOMICINA                    500MG PO SOL INJ CX 100FA EMB HOSP##1.841,15 
7896014685219##CLORIDRATO DE VANCOMICINA                    500MG PO SOL INJ CX 20FA EMB HOSP##368,22 
7896014685196##CLORIDRATO DE VANCOMICINA                    500MG PO SOL INJ CX 20FA X 10ML EMB HOSP##368,22 
7896014685202##CLORIDRATO DE VANCOMICINA                    500MG PO SOL INJ CX 20FA+20AMP X 10ML EMB HOS##368,22 
7896004721941##CLORIDRATO DE VENLAFAXINA                    150MG CX 14 CAP##88,79 
7896004721958##CLORIDRATO DE VENLAFAXINA                    150MG CX 14 CAP##88,79 
7894916144711##CLORIDRATO DE VENLAFAXINA                    150MG CX 14 CAP##83,85 
7896004728612##CLORIDRATO DE VENLAFAXINA                    150MG CX 2BL X 15 CAP##177,57 
7896004746395##CLORIDRATO DE VENLAFAXINA                    150MG CX 30 CAP##174,72 
7894916145961##CLORIDRATO DE VENLAFAXINA                    150MG CX 30 CAP##167,32 
7894916146036##CLORIDRATO DE VENLAFAXINA                    37,5MG CX 30 CAP##57,13 
7896004729220##CLORIDRATO DE VENLAFAXINA                    75MG CX 1BL X 15 CAPS##57,30 
7896004746388##CLORIDRATO DE VENLAFAXINA                    75MG CX 2BL X 15 CAPS##85,00 
7894916146043##CLORIDRATO DE VENLAFAXINA                    75MG CX 30 CAP##80,07 
7891317422103##CLORIDRATO DE VENLAFAXINA                    150MG CX 14 CAP##82,35 
7896422513807##CLORIDRATO DE VENLAFAXINA                    150MG CX 15 CAP LIB CONTROL##88,79 
7891317463069##CLORIDRATO DE VENLAFAXINA                    150MG CX 28 CAP LIB PROL##136,64 
7896422513968##CLORIDRATO DE VENLAFAXINA                    150MG CX 30 CAP LIB CONTROL##177,62 
7891317464547##CLORIDRATO DE VENLAFAXINA                    37,5MG CX 14 CAP##26,75 
7896422519915##CLORIDRATO DE VENLAFAXINA                    37,5MG CX 15 CAP##28,66 
7891317464554##CLORIDRATO DE VENLAFAXINA                    37,5MG CX 28 CAP LIB PROL##41,19 
7896181913580##CLORIDRATO DE VENLAFAXINA                    37,5MG CX 28 COMP##51,80 
7896422519922##CLORIDRATO DE VENLAFAXINA                    37,5MG CX 30 CAP##57,32 
7896422516815##CLORIDRATO DE VENLAFAXINA                    37,5MG CX 7 CAP##13,35 
7896181913597##CLORIDRATO DE VENLAFAXINA                    50MG CX 30 COMP##63,66 
7891317422110##CLORIDRATO DE VENLAFAXINA                    75MG CX 14 CAP##57,34 
7896422513814##CLORIDRATO DE VENLAFAXINA                    75MG CX 15 CAP LIB CONTROL##62,60 
7891317430344##CLORIDRATO DE VENLAFAXINA                    75MG CX 28 CAP LIB PROL##80,07 
7896181913610##CLORIDRATO DE VENLAFAXINA                    75MG CX 28 COMP##76,69 
7896422513951##CLORIDRATO DE VENLAFAXINA                    75MG CX 30 CAP LIB CONTROL##85,78 
7897076908469##CLORIDRATO DE VENLAFAXINA                    37,5MG CX 28 COMP##21,26 
7897076909527##CLORIDRATO DE VENLAFAXINA                    75MG CX 28 COMP##42,49 
7896004707327##CLORIDRATO DE VERAPAMIL                      80MG CX 30 COMP##14,20 
7896004707310##CLORIDRATO DE VERAPAMIL                      80MG CX 30 COMP REV##16,04 
7896112149446##CLORIDRATO DE VERAPAMIL                      80MG CX 30 COMP REV##14,96 
7898148300846##CLORIDRATO DE VERAPAMIL                      80MG CX 30 COMP REV##14,94 
7899547504569##CLORIDRATO DE VERAPAMIL                      80MG CX 800 COMP REV EMB HOSP##223,38 
7896004719733##CLORIDRATO DE VERAPAMIL                      80MG CX 90 COMP REV##43,32 
7897595602312##CLORIDRATO DE VERAPAMIL                      120MG CX 20 COMP REV##19,52 
7896658010408##CLORIDRATO DE VERAPAMIL                      120MG CX 20 COMP REV##21,75 
7896181904298##CLORIDRATO DE VERAPAMIL                      120MG CX 20 COMP REV##21,75 
7897595602329##CLORIDRATO DE VERAPAMIL                      240MG CX 30 COMP REV##42,71 
7896658002618##CLORIDRATO DE VERAPAMIL                      240MG CX 30 COMP REV##27,77 
7896181924241##CLORIDRATO DE VERAPAMIL                      240MG CX 30 COMP REV##42,74 
7896181915225##CLORIDRATO DE VERAPAMIL                      80MG CX 30 COMP##13,39 
7897595602305##CLORIDRATO DE VERAPAMIL                      80MG CX 30 COMP REV##15,27 
7898148300860##CLORIDRATO DE VERAPAMIL                      80 MG CX 800 COMP REV EMB HOSP##196,27 
7895296188012##CLORIDRATO DE VERAPAMIL                      80MG CX 30 COMP REV##14,17 
7899547504552##CLORIDRATO DE VERAPAMIL                      80MG CX 300 COMP REV EMB HOSP##86,35 
7898060132167##CLORIDRATO DENAFAZOLINA                      0,5MG SOL NAS FR GTS 30ML##7,04 
7894916146111##CLORIDRATO HIDROXIZINA                       25MG CX 30 COMP##17,01 
7898158695499##CLORIZIN                                     25MG CX 30 COMP##5,88 
7896006237075##CLORPROMAZ                                   100MG CX 100 COM REV EMB HOSP##20,96 
7896006238973##CLORPROMAZ                                   5MG/ML SOL INJ CX 50AMP X 5ML EMB HOSP##41,92 
7896004706375##CLORTALIDONA                                 12,5MG CX 60 COMP##8,59 
7896004718606##CLORTALIDONA                                 12,5MG CX 90 COMP##11,63 
7896004706368##CLORTALIDONA                                 25MG CX 60 COMP##15,11 
7896004705583##CLORTALIDONA                                 50MG CX 30 COMP##11,50 
7896004708867##CLORTALIDONA                                 50MG CX 30 COMP##11,20 
7896004718620##CLORTALIDONA                                 50MG CX 90 COMP##31,09 
7897406111873##CLORTAMINA                                   50MG SOL INJ 5FA X 10ML##275,95 
7898216360888##CLORTON                                      25MG CX 42 COMP##9,90 
7898216360895##CLORTON                                      50MG CX 28 COMP##10,70 
7897655040542##CLOSTEMIN                                    5+5MG CREME VAG BG 40G+APLIC##27,66 
7897655040504##CLOSTEMIN                                    CREME DERM BG 30##20,66 
7896112143697##CLOTREN                                      10MG CREME DERM BG 50##9,40 
7897473204331##CLOTRIGEL                                    20MG BG+3APLIC##23,33 
7899547505856##CLOTRIMAZOL                                  10 MG/G CREM VAG CT BG AL X 35G+6 APLIC##26,49 
7896004718453##CLOTRIMAZOL                                  10MG CREM BG 20##7,07 
7896004721231##CLOTRIMAZOL                                  10MG CREM BG 20##7,12 
7896714204154##CLOTRIMAZOL                                  10MG CREM DERM BG 20##7,07 
7896112158288##CLOTRIMAZOL                                  10MG CREM DERM BG 20##5,67 
7898148297474##CLOTRIMAZOL                                  10MG CREM DERM CX 100 BG X 20G HOSP##441,70 
7896004711423##CLOTRIMAZOL                                  10MG CREM VAG BG 35G+6APLIC##26,60 
7896714213828##CLOTRIMAZOL                                  10MG CREM VAG BG 35G+6APLIC##26,50 
7896004711416##CLOTRIMAZOL                                  10MG CREM VAG BG 35G+6APLIC##24,80 
7894916143813##CLOTRIMAZOL                                  10MG CREME BG 20##7,03 
7896006242055##CLOTRIMAZOL                                  10MG CREME DERM BG 20##6,65 
7896112145806##CLOTRIMAZOL                                  10MG CREME DERM BG 50##14,20 
7898148297467##CLOTRIMAZOL                                  10MG/G CREM DERM BG 20##7,14 
7896004711409##CLOTRIMAZOL                                  20MG CREM VAG BG 20G+3APLIC##25,50 
7898049795321##CLOTRIMAZOL                                  10MG CREM DERM BG 50##14,23 
7896422506427##CLOTRIMAZOL                                  10MG CREM VAG BG 35G+6APLIC##26,60 
7896422506434##CLOTRIMAZOL                                  20MG CREM VAG BG 20G+3APLIC##25,64 
7896422504812##CLOTRIMAZOL                                  CREM DERM BG 20##7,15 
7896472504596##CLOTRIMAZOL                                  10MG CREM DERM BG 20##6,85 
7898049795338##CLOTRIMAZOL                                  10MG CREM DERM CX 50BG X 50G EMB HOSP##246,50 
7895296268011##CLOTRIMAZOL                                  10MG CREM VAG BG 35G+6APLIC##23,91 
7896472504657##CLOTRIMAZOL                                  10MG CREM VAG BG 35G+6APLIC##21,17 
7898148302574##CLOTRIMAZOL                                  10MG/G CREM VAG 50BG X 35G+300APLIC EMB HOSP##641,18 
7898148302567##CLOTRIMAZOL                                  10MG/G CREM VAG BG 35G+6APLIC##23,28 
7895296268028##CLOTRIMAZOL                                  20MG CREM VAG BG 20G+3APLIC##24,79 
7898148302598##CLOTRIMAZOL                                  20MG/G CREM VAG 50BGX20G+150APLIC EMB HOSP##616,52 
7899547505870##CLOTRIMAZOL                                  20MG/G CREM VAG BG X 20G+3 APLIC##25,61 
7896004715377##CLOTRIMAZOL+ACETATO DE DEXAMETASONA          10+0,4MG CREM BG 40##14,42 
7894916143431##CLOTRIMAZOL+ACETATO DE DEXAMETASONA          10+0,4MG CREME BG 40##14,58 
7898148297313##CLOTRIMAZOL+ACETATO DE DEXAMETASONA          10+0,4MG/G CREM DERM BG 40##14,69 
7896422507202##CLOTRIMAZOL+ACETATO DE DEXAMETASONA          10+0,4MG CREM DERM BG 40##14,71 
7898414851256##CLOTRIMIX                                    10MG/G CREME DERM BG 20##15,62 
7895858002152##CLOTRIZOL                                    400+80MG CX 100 COMP##36,36 
7893736014181##CLOVIR                                       200MG CX 25 COMP##60,96 
7893736020182##CLOVIR                                       50MG CREME BG 10##18,30 
7897595615916##CLOXAZOLAM                                   1MG 30 CP##14,70 
7891317422073##CLOXAZOLAM                                   1MG CX 20 COMP##9,81 
7896261012172##CLOXAZOLAM                                   1MG CX 20 COMP##9,81 
7891317448424##CLOXAZOLAM                                   1MG CX 30 COMP##14,72 
7897595615947##CLOXAZOLAM                                   2MG 30 CP##23,19 
7891317422080##CLOXAZOLAM                                   2MG CX 20 COMP##15,46 
7896261012196##CLOXAZOLAM                                   2MG CX 20 COMP##15,46 
7891317448431##CLOXAZOLAM                                   2MG CX 30 COMP##23,19 
7891317422097##CLOXAZOLAM                                   4MG CX 20 COMP##23,36 
7896261012219##CLOXAZOLAM                                   4MG CX 20 COMP##23,36 
7897595615978##CLOXAZOLAM                                   4MG CX 30 COMP##34,98 
7896676405736##CLOZAPINA                                    100MG CX 450 COMP EMP HOSP##1.687,89 
7896676403190##CLOZAPINA                                    25MG CX 200 COMP EMB HOSP##163,78 
7891045038515##CLUSIVOL                                     COMPOSTO FR 240ML##36,85 
7896112141778##CO-PRESSOTEC                                 10+25MG CX 30 COMP##21,60 
7896112141761##CO-PRESSOTEC                                 20+12,5MG CX 30 COMP##33,63 
7897337705912##CO-RENITEC                                   10+25MG CX 30 COMP##25,44 
7897337705905##CO-RENITEC                                   20+12,5MG CX 30 COMP##38,73 
7898074613348##COBACTIN                                     0,8+0,2MG XPE FR 120ML SB MORANGO##13,87 
7898074613119##COBACTIN                                     4+1MG CX 16 COMP##9,73 
7898495603805##COBAVIT                                      0,8MG/ML XPE FR 100ML+4MG/G SALICILAL X 5G+CM##13,47 
7896255767330##COBAVITAL                                    1MG+4MG 16COM##9,94 
7896255767088##COBAVITAL                                    1MG+4MG/5ML XPE 100ML##13,18 
7896253900111##COBAVITAL                                    4MG CX 16 COMP##9,35 
7896472512843##COCICHIMIL                                   0,5MG CX 20 COMP##11,36 
7896261008083##CODATEN                                      50+50MG CX 10 COMP REV##25,49 
7896261006003##CODATEN                                      50+50MG CX 20 COMP REV##50,90 
7896676402766##CODEIN                                       30MG CX 25AMP X 2ML EMB HOSP##149,15 
7896676400175##CODEIN                                       30MG CX 30 COMP##27,34 
7896676400489##CODEIN                                       3MG FR 120ML##31,28 
7896676400465##CODEIN                                       60MG CX 30 COMP##45,44 
7896714213767##CODERGINE                                    6MG CX 14 CAP GEL DURA##46,27 
7896006212577##CODEX                                        30MG CX 12 COMP##15,85 
7896006214939##CODEX                                        7,5MG CX 12 COMP##11,47 
7898216361786##COENAPLEX                                    10+25MG CX 30 COMP##18,59 
7898216361793##COENAPLEX                                    20+12,5MG CX 30 COMP##29,44 
7896083410026##COLAGENAN                                    750MG CX 45 CAP##21,56 
7896023792199##COLAGENO HIDROLISADO                         FR 50 COMP##28,25 
7899095245686##COLCHICINA                                   0,5MG CX 30 COMP##22,10 
7896637024358##COLCHIS                                      0,5MG CX 30 COMP##34,00 
7896637024365##COLCHIS                                      1MG CX 30 COMP##39,54 
7897655040801##COLCITRAT                                    0,5MG CX 20 COMP##18,97 
