7896206401757##SELOZOK                                      50MG CX 20 COMP##22,17 
7896015523619##SENSODYNE                                    KIT 2 CREM BRANQ. 50G+ENX BUCAL 300ML##12,38 
7896015522452##SENSODYNE                                    KIT FMINT 50G+100G L3P2##9,76 
7896015521462##SENSODYNE                                    KIT BRANQUEADOR 50G L3P2##12,38 
7896015520762##SENSODYNE                                    KIT COOL GEL L3P2##12,38 
7896015523428##SENSODYNE                                    KIT CREME DENTAL PROESM 50G L3P2##12,38 
7896015525569##SENSODYNE                                    KIT CUIDADO TOTAL##14,86 
7896015520755##SENSODYNE                                    KIT ENX BUCAL 50##4,88 
7896015521745##SENSODYNE                                    KIT ESCOVA DENTAL+CREM DENTAL BRANQ. 50##7,59 
7896015525781##SENSODYNE                                    KIT RAPIDO ALIVIO 3 TB 66G L3P2##12,38 
7896015527235##SENSODYNE                                    RAPIDO ALIVIO 100G PACK 3##25,05 
7896015527310##SENSODYNE                                    REPAIR AND PROTEC 100G PACK 3##25,62 
7896015528577##SENSODYNE                                    CREME DENTAL REPAIR & PROTECT BRANQ. BG 100##10,23 
7896015528294##SENSODYNE                                    CREME DENTAL RAPIDO ALIVIO BG 50##6,47 
7896015528300##SENSODYNE                                    CREME DENTAL RAPIDO ALIVIO BG 90##8,73 
7896015522322##SENSODYNE                                    RAPIDO ALIVIO 100##8,73 
7896015522315##SENSODYNE                                    RAPIDO ALIVIO 66##6,47 
7896009400049##SENSODYNE                                    CREME DENTAL ORIGINAL BG 50##6,47 
7896009419324##SENSODYNE                                    CREME DENTAL ORIGINAL BG 90##8,73 
7896015516086##SENSODYNE                                    CREME DENTAL VITAMINAS BG 50##5,10 
7896015520397##SENSODYNE                                    ENXAGUE BUCAL FR 300ML##7,55 
7896015521455##SENSODYNE                                    ENXAGUE BUCAL FR 600ML##11,58 
7896009401350##SENSODYNE                                    CREME DENTAL BIC SODIO BG 50##5,10 
7896015519223##SENSODYNE                                    CREME DENTAL BRANQUEADOR EXTRA FRESH 50##6,47 
7896015520045##SENSODYNE                                    CREME DENTAL BRANQUEADOR EXTRA FRESH BG 90##8,73 
0000000000000##SENSODYNE                                    CREME DENTAL EXTRA FRESH BG 50##4,88 
7896015518325##SENSODYNE                                    CREME DENTAL PRO-ESMALTE BG 50##6,47 
7896015517502##SENSODYNE                                    GEL DENTAL COOL BG 50##6,47 
7896015518684##SENSODYNE                                    GEL DENTAL COOL BG 90##8,73 
7896015527730##SENSODYNE                                    TUBO 90##8,73 
7896015525583##SENSODYNE                                    CREME DENTAL REPAIR PROTECT BG 100##10,23 
7896009419270##SENSODYNE MULTI PROTECAO                     50##6,47 
7896009419270##SENSODYNE MULTI PROTECAO                     50##6,47 
7896009419294##SENSODYNE MULTI PROTECAO                     90##8,73 
7896009419294##SENSODYNE MULTI PROTECAO                     90##8,73 
0000003322311##SEPRAFILM                                    CX 10 UNID MEMBRANA 13X15CM##6.331,74 
7897851221615##SEPTAGEN                                     FR CX 60 COMP##53,85 
7890282800701##SEPURIN                                      120+20MG CX 20 DR##13,26 
7898901921882##SERED                                        100MG CX 14 COMP REV##47,28 
7898901921882##SERED                                        100MG CX 14 COMP REV##47,28 
7898901921844##SERED                                        50MG CX 14 COMP REV##23,57 
7898901921844##SERED                                        50MG CX 14 COMP REV##23,57 
7898901921851##SERED                                        50MG CX 28 COMP REV##47,28 
7898901921851##SERED                                        50MG CX 28 COMP REV##47,28 
8902220113220##SERENATA                                     100MG CX 10 COMP##25,33 
8902220113251##SERENATA                                     100MG CX 30 COMP##74,38 
8902220105256##SERENATA                                     50MG CX 20 COMP##31,03 
8902220107793##SERENATA                                     50MG CX 30 COMP##49,17 
7896112480846##SERENUS                                      CX 20 COMP REV##28,60 
7896015519155##SERETIDE                                     50+250MCG DISKUS 28 DOS##38,50 
7896015519148##SERETIDE                                     50+500MCG DISKUS 28 DOS##62,54 
7896269901706##SERETIDE                                     DISKUS 50+100MCG 60 DOS##69,06 
7896269901720##SERETIDE                                     DISKUS 50+250MCG 60 DOS##76,67 
7896269901744##SERETIDE                                     DISKUS 50+500MCG 60 DOS##125,29 
7896269955204##SERETIDE                                     SPRAY 25+125MCG 120 DOS##73,02 
7896269955372##SERETIDE                                     SPRAY 25+250MCG 120 DOS##119,32 
7896269955136##SERETIDE                                     SPRAY 25+50MCG 120 DOS##65,77 
7896269901928##SEREVENT                                     DISKUS 50MCG 60 DOS##67,85 
7891268106411##SERMION                                      30MG CX 20 COMP REV##76,82 
7896004732169##SEROLEX                                      10MG 2BL X 15 COMP REV##50,08 
7896004747514##SEROLEX                                      10MG CX 7 COMP REV##11,69 
7896004732183##SEROLEX                                      20MG 2BL X 15 COMP REV##100,23 
7897655040023##SERONIP                                      50MG CX 28 COMP REV##60,14 
7891721022449##SEROPHENE                                    50MG CX 10 COMP##32,98 
7891721022456##SEROPHENE                                    50MG CX 30 COMP##87,34 
7896206402907##SEROQUEL                                     100MG CX 14 COMP REV##124,59 
7896206402914##SEROQUEL                                     100MG CX 28 COMP REV##249,18 
7896206402921##SEROQUEL                                     200MG CX 14 COMP REV##224,14 
7896206402938##SEROQUEL                                     200MG CX 28 COMP##448,25 
7896206402884##SEROQUEL                                     25MG CX 14 COMP REV##37,44 
7896206402945##SEROQUEL                                     300MG CX 14 COMP REV##328,10 
7896206402952##SEROQUEL                                     300MG CX 28 COMP REV##656,20 
7896206703041##SEROQUEL                                     XRO 200MG CX 10 COMP REV##160,16 
7896206403003##SEROQUEL                                     XRO 200MG CX 30 REV COMP LIB PROL##480,50 
7896206403058##SEROQUEL                                     XRO 300MG CX 10 COMP REV##234,34 
7896206403010##SEROQUEL                                     XRO 300MG CX 30 REV COMP LIB PROL##703,04 
7896206403034##SEROQUEL                                     XRO 50MG CX 10 REV COMP LIB PROL##51,50 
7896206402990##SEROQUEL                                     XRO 50MG CX 30 REV COMP LIB PROL##154,54 
7896714204376##SERTRALIN                                    50MG CX 28 COMP##63,15 
7896714218359##SERTRALIN                                    50MG CX 500 COMP REV##1.078,06 
7896676408331##SEVOCRIS                                     FR 100ML##514,57 
7896676408324##SEVOCRIS                                     FR 250ML##1.142,08 
7897406113044##SEVOFLURANO                                  FR 100ML##392,78 
7897406113051##SEVOFLURANO                                  FR 250ML##871,84 
7897406113259##SEVOFLURANO                                  FR 50ML##201,34 
7891158025976##SEVORANE                                     1MG FR 100ML##619,44 
7891158023033##SEVORANE                                     1MG INAL FR 250ML EMB HOSP##1.375,08 
7896094201453##SIBLIMA                                      0,015+60MG CX 24 COMP REV##18,56 
7896094208070##SIBLIMA                                      0,015MG+0,060MG CX 72 COMP REV##50,70 
7891317481650##SIBUS                                        10MG CX 30 CAP##28,04 
7891317481643##SIBUS                                        15MG CX 30CAP##31,53 
7896281100323##SICOTRAT                                     100MG CX 20 CAP##230,58 
7896026302036##SIFROL                                       0,125MG CX 30 COMP##29,42 
7896026301381##SIFROL                                       0,25MG CX 30 COMP##67,16 
7896026301398##SIFROL                                       1MG CX 30 COMP##202,37 
7896026304030##SIFROL ER                                    0,375MG CX 10 COMP LIB PROL##25,31 
7896026304047##SIFROL ER                                    0,375MG CX 30 COMP##75,89 
7896026304054##SIFROL ER                                    0,75MG CX 10 COMP##50,58 
7896026304061##SIFROL ER                                    0,75MG CX 30 COMP##151,77 
7896026304078##SIFROL ER                                    1,5MG CX 10 COMP##101,18 
7896026304085##SIFROL ER                                    1,5MG CX 30 COMP##303,53 
7896026304108##SIFROL ER                                    3MG CX 30 COMP##607,07 
7894916508537##SIGMA CLAV BD                                875+125MG CX 20 COMP REV##58,73 
7894916501477##SIGMA-CLAV BD                                400+57MG SUS ORAL FR 70ML##35,60 
7894916500838##SIGMA-CLAV BD                                500+125MG CX 18 COMP##46,19 
7894916503198##SIGMA-CLAV BD                                875+125MG CX 14 COMP##48,08 
7894916501545##SIGMACALCIDOL                                0,25MCG FR 30 CAP##59,53 
7894916501552##SIGMACALCIDOL                                1,00MCG FR 30 CAP##150,47 
7894916507523##SIGMALIV                                     0,5ML XPE FR 100ML##36,85 
7894916506762##SIGMALIV                                     0,5ML XPE FR 60ML##22,89 
7894916506625##SIGMALIV                                     5MG CX 10 COMP REV##27,90 
7894916509183##SIGMALIV                                     5MG CX 30 COMP REV##60,63 
7894916500494##SIGMASPORIN MICRORAL                         100MG CX 50 CAP##406,71 
7894916500517##SIGMASPORIN MICRORAL                         25MG CX 50 CAP##102,87 
7894916500500##SIGMASPORIN MICRORAL                         50MG CX 50 CAP##205,32 
7894916500685##SIGMATRIOL                                   0,25MCG FR 30 CAP##48,46 
7894916503877##SIGMAX                                       25 MG CX 60 COMP REV##21,58 
7894916509022##SIGMAX                                       25MG 1 BLT X 20 COMP REV##8,07 
7894916503884##SIGMAX                                       50MG CX 60 COM REV##43,22 
7896004729404##SIGRAN                                       10MG CX 3BL X 10 CAP##25,47 
7896004729411##SIGRAN                                       15MG CX 3BL X 10 CAP##30,04 
7896641806384##SIILIF                                       100MG CX 10 COMP REV##14,85 
7896641806407##SIILIF                                       100MG CX 30 COMP REV##47,40 
7896641806414##SIILIF                                       100MG CX 60 COMP REV##86,12 
7896641806360##SIILIF                                       50MG CX 30 COMP REV##41,46 
7896006260905##SILGLOS                                      1% CREME DERM BG 30##19,11 
7896006260912##SILGLOS                                      1% CREME DERM BG 50##25,90 
7896622304342##SILIBOM                                      100MG CX 30 COMP##47,45 
7897460400333##SILIMALON                                    100+70MG CX 20 DR##24,53 
7896004754017##SILUESTAT                                    120MG 2BL X 21CAP##95,22 
7896004754024##SILUESTAT                                    120MG 4BL X 21CAP##190,43 
7891317137076##SILUETTE                                     CX 30 SACHES X 6,2G SB FRUTAS AMARELAS##108,47 
7894164004942##SILUSGEL                                     37+40+5MG/ML SUS OR FR 240ML##21,01 
7898040323806##SIMBIOFLORA                                  15 SACHES X 6##45,04 
7898040323820##SIMBIOFOS                                    6 SACHES X 3,4##25,18 
7898040323813##SIMBIOTIL                                    6 SACHES X 1##25,18 
7891158049460##SIMDAX                                       2,5MG/ML SOL INJ FA X 5ML EMB HOSP##3.973,65 
7891317006570##SIMECO PLUS                                  120+41.5+7 MG/ML SUS OR FR 240ML##22,31 
7891317469610##SIMECO PLUS                                  120+41.5+7 MG/ML SUS OR FR 60 ML##5,56 
7896112178392##SIMETICONA                                   40MG CX 100 COMP E.M##38,89 
7896004708652##SIMETICONA                                   125MG CX 10 CAP##12,86 
7896004708683##SIMETICONA                                   125MG CX 10 CAP##10,08 
7896004708973##SIMETICONA                                   40MG CX 20 COMP##7,30 
7896714227269##SIMETICONA                                   40MG CX 20 COMP##9,13 
7898148290291##SIMETICONA                                   40MG CX 20 COMP##9,06 
7896004708980##SIMETICONA                                   40MG CX 20 COMP##7,31 
7898148290314##SIMETICONA                                   40MG CX 600 COMP HOSP##138,25 
7899547507096##SIMETICONA                                   40MG CX 80 COMP EMB FRAC##35,36 
7896004705330##SIMETICONA                                   75MG SOL FR GTS 15ML##10,50 
7898148290352##SIMETICONA                                   75MG/ML EMU OR CX 200 FR GOT X 10ML HOSP##728,11 
7898148290338##SIMETICONA                                   75MG/ML EMU OR CX 200 FR GOT X 15ML HOSP##998,44 
7898148290321##SIMETICONA                                   75MG/ML EMUL OR FR GTS 15ML##9,11 
7891317426729##SIMETICONA                                   75MG EMU ORAL FR GTS 15ML##9,13 
7896112136675##SIMETICONA                                   125MG CX 10 CAP##10,56 
7895296192019##SIMETICONA                                   125MG CX 10 CAP##10,08 
7896658010958##SIMETICONA                                   125MG CX 10 CAP##9,45 
7896112136743##SIMETICONA                                   125MG CX 90 CAP E.M##95,03 
7896862918460##SIMETICONA                                   40MG CX 20 COMP##8,88 
7896112132813##SIMETICONA                                   40MG CX 20 COMP##8,91 
7895296290012##SIMETICONA                                   40MG CX 20 COMP##8,05 
7896112129301##SIMETICONA                                   75MG EMUL ORAL FR 15ML##8,98 
7896862918187##SIMETICONA                                   75MG/ML FR GTS 15ML##8,24 
7895296288019##SIMETICONA                                   75MG/ML FR GTS 15ML##9,13 
7896422508742##SIMETICONA                                   125MG CX 10 CAP##12,84 
7896181902195##SIMETICONA                                   125MG CX 10 CAP##9,50 
7896422509008##SIMETICONA                                   125MG CX 30BL X 3 CAP##112,50 
7897595615480##SIMETICONA                                   125MG X 10CAP##10,65 
7897595608475##SIMETICONA                                   40MG CX 20 COMP##8,60 
7896422505550##SIMETICONA                                   40MG CX 20 COMP##7,31 
7896181918752##SIMETICONA                                   40MG CX 20 COMP##6,67 
7896422512442##SIMETICONA                                   40MG CX 50BL X 4 COMP##60,83 
7891721238260##SIMETICONA                                   75MG EMU ORAL FR GTS 15ML##8,75 
7897595608673##SIMETICONA                                   75MG EMU ORAL FR GTS X 15ML##9,13 
7896422505673##SIMETICONA                                   75MG EMUL ORAL FR 15ML##10,46 
7896181918769##SIMETICONA                                   75MG SOL FR GTS 10ML##5,19 
7896004708669##SIMETICONA+METILBROMETO DE HOMATROPINA       80+2,5MG FR 20ML##7,87 
7896112117599##SIMETICONA+METILBROMETO DE HOMATROPINA       2,5+80MG/ML EMUL ORAL FR GTS 20ML##10,47 
7891158025884##SIMILAC 1                                    LATA 400##25,93 
7891158100550##SIMILAC 1                                    LATA 900##55,52 
7891158025891##SIMILAC 2                                    LATA 400##23,18 
7891158100567##SIMILAC 2                                    LATA 900##49,53 
7891158100499##SIMILAC SENSITIVE                            LATA 360##31,61 
7896212425341##SIMPONI                                      50MG CX 0,5 SE##3.146,10 
7897572003545##SIMPONI                                      50MG SOL INJ 1SER PREENCH X 0,5ML+CANETA##3.146,10 
7896261001466##SIMULECT                                     20MG INJ PO FA+DIL X 5ML##5.289,81 
7895296175012##SINAVEL                                      100MG CX 30 COMP REV##42,64 
7895296175029##SINAVEL                                      100MG CX 60 COMP REV##77,62 
7896281140039##SINAXIAL                                     10MG SOL INJ 5AMP X 2ML##84,44 
7896281140091##SINAXIAL                                     20MG SOL INJ 5AMP X 2ML##169,27 
7896281140121##SINAXIAL                                     25MG SOL INJ 1FA X 4ML##83,47 
7896281140152##SINAXIAL                                     50MG SOL INJ 1AMP X 2ML##81,54 
7896281140015##SINAXIAL                                     5MG SOL INJ 5AMP X 2ML##46,52 
7898100241934##SINDRAT                                      CX 50 ENV X 27,9##101,02 
7898100243310##SINDRAT MIX                                  SABOR PO CX 16 ENV X 28,8##58,01 
7897655043451##SINEDOL                                      100MG CX 10 COMP##23,41 
7897655043420##SINEDOL                                      100MG SOL OR FR 10ML##32,80 
7897655043406##SINEDOL                                      50MG CX 10 CAP##15,16 
7897337702317##SINEMET                                      25+250MG CX 30 COMP##39,74 
7896181904236##SINERGEN                                     2,5+10MG CX 30 CAP##46,32 
7896181917854##SINERGEN                                     2,5+10MG CX 7 CAP##10,79 
7896181904335##SINERGEN                                     5+10MG CX 30 CAP##70,02 
7896181917861##SINERGEN                                     5+10MG CX 7 CAP##16,33 
7896181905080##SINERGEN                                     5+20MG CX 30 CAP##70,02 
7896181917878##SINERGEN                                     5+20MG CX 7 CAP##16,33 
7897337706551##SINGULAIR                                    10MG CX 10 COMP##27,02 
7897337706568##SINGULAIR                                    10MG CX 30 COMP##81,19 
7897337706490##SINGULAIR                                    4MG CX 10 COMP##27,02 
7897337706506##SINGULAIR                                    4MG CX 30 COMP##81,19 
7897337706520##SINGULAIR                                    5MG CX 10 COMP##27,02 
7897337706575##SINGULAIR                                    5MG CX 30 COMP##81,19 
7897337707916##SINGULAIR BABY                               4MG CX 10 SACHES##42,13 
7897337707923##SINGULAIR BABY                               4MG CX 30 SACHES##126,55 
7891317435462##SINOT                                        400MG PO SUS OR FR 100ML+SER DOS##16,48 
7891317435431##SINOT                                        875MG CX 14 COMP REV##22,93 
7891317469238##SINOT CLAV                                   400+57+5ML SUS FA X 70ML##33,05 
7891317421748##SINOT CLAV                                   875+125MG FR 14 COMP##48,07 
7891317421755##SINOT CLAV                                   875+125MG FR 20 COMP##66,20 
7891317457013##SINOT CLAV                                   875+125MG FR 6 COMP##19,86 
7898060138992##SINTAFLAT                                    75MG/ML EMU OR FR GOT X 15ML##7,46 
7898060132730##SINTAFLAT                                    40MG CX 20 COMP##8,78 
7896658013836##SINTOCALMY                                   300 MG COM REV BL X 10##15,85 
7896658012341##SINTOCALMY                                   300MG CX 20 COMP REV##31,70 
7896658013072##SINTOCALMY                                   300MG CX 40 COMP REV##47,55 
7896658023132##SINTOCALMY                                   300MG/10ML FR 150ML+APLIC##39,29 
7896658023156##SINTOCALMY                                   300MG/10ML FR 50ML+APLIC##13,10 
7896658023118##SINTOCALMY                                   300MG/2ML FR GTS 20ML##26,19 
7896658023125##SINTOCALMY                                   300MG/2ML FR GTS 30ML##39,29 
7896658021411##SINTOCALMY                                   600MG CX 10 COMP REV##19,10 
7896658021428##SINTOCALMY                                   600MG CX 30 COMP REV##47,72 
7896082900276##SINUSTRAT                                    DESC NASAL 30ML##11,70 
7896082900337##SINUSTRAT                                    FR 10ML##10,70 
7896082900269##SINUSTRAT                                    VASOCONSTRITOR 10ML##8,56 
7894916206853##SINVALIP                                     10MG CX 30 COMP REV##10,36 
7894916206860##SINVALIP                                     20MG CX 2BL X 15 COMP REV##22,74 
7894916206877##SINVALIP                                     40MG CX 30 COMP REV##47,52 
7894916206884##SINVALIP                                     80MG CX 30 COMP REV##65,97 
7897851250394##SINVASCOR                                    10MG CX 30 COMP##45,87 
7897851250530##SINVASCOR                                    20MG CX 30 COMP##45,87 
7897851250622##SINVASCOR                                    40MG CX 30 COMP##46,04 
7897851220328##SINVASCOR                                    80MG CX 30 COMP##61,84 
7898060131566##SINVASMAX                                    10MG CX 30 COMP REV##20,11 
7898060138114##SINVASMAX                                    20MG CX 30 COMP REV##22,47 
7898060138091##SINVASMAX                                    40MG CX 30 COMP REV##31,94 
7898060138107##SINVASMAX                                    80MG CX 30 COMP##43,95 
7897595601766##SINVASTACOR                                  10MG CX 30 COMP##11,37 
7897595601773##SINVASTACOR                                  20MG CX 30 COMP##21,76 
7897595605702##SINVASTACOR                                  20MG CX 60 COMP##42,74 
7897595603180##SINVASTACOR                                  40MG CX 10 COMP##27,75 
7897595604163##SINVASTACOR                                  40MG CX 30 COMP REV##30,90 
7897595601759##SINVASTACOR                                  5MG CX 30 COMP##25,25 
7897595609601##SINVASTACOR                                  80MG CX 30 COMP##61,21 
7896523206509##SINVASTAMED                                  10MG CX 30 COMP REV##17,43 
7896523206516##SINVASTAMED                                  20MG CX 10 COMP REV##26,03 
7896523206660##SINVASTAMED                                  20MG CX 30 COMP REV##9,99 
7896523209739##SINVASTAMED                                  20MG CX 500 COMP REV EMB HOSP##155,42 
7896523206523##SINVASTAMED                                  5MG CX 30 COMP REV##21,57 
7896181913016##SINVASTATINA                                 10MG CX 30 COMP REV##38,66 
7896181913160##SINVASTATINA                                 80MG CX 10 COMP REV##17,98 
7898095346935##SINVASTATINA                                 10MG CX 10 COMP##15,23 
7896004711133##SINVASTATINA                                 10MG CX 2BL X 15 COMP REV##43,91 
7896004701943##SINVASTATINA                                 10MG CX 30 COMP##48,80 
7898095346959##SINVASTATINA                                 10MG CX 30 COMP##45,46 
7896004719948##SINVASTATINA                                 10MG CX 90 COMP REV##158,28 
7896004710761##SINVASTATINA                                 20MG CX 2BL X 15 COMP REV##48,80 
7896004710792##SINVASTATINA                                 20MG CX 2BL X 15 COMP REV##47,99 
7894916140812##SINVASTATINA                                 20MG CX 2BL X 15 COMP REV##46,54 
7898095346997##SINVASTATINA                                 20MG CX 30 COMP##67,28 
7894916147156##SINVASTATINA                                 20MG CX 4 BL X 15 COMP REV##60,01 
7896004737133##SINVASTATINA                                 20MG CX 4BL X 15 COMP REV##67,98 
7896004737188##SINVASTATINA                                 20MG CX 4BL X 15 COMP REV##61,90 
7898095347383##SINVASTATINA                                 40MG CX 10 COMP##22,42 
7896004711126##SINVASTATINA                                 40MG CX 2BL X 15 COMP REV##59,05 
7894916141215##SINVASTATINA                                 40MG CX 2BL X 15 COMP REV##56,55 
7896004711188##SINVASTATINA                                 40MG CX 3BL X 10 COMP REV##58,32 
7896004737171##SINVASTATINA                                 40MG CX 4BL X 15 COMP REV##82,87 
7898095346911##SINVASTATINA                                 5MG CX 30 COMP##28,00 
7898095347413##SINVASTATINA                                 80MG CX 10 COMP##24,74 
7896004710778##SINVASTATINA                                 80MG CX 1BL X 10 COMP REV##22,78 
7895296294010##SINVASTATINA                                 10MG CX 2BL X 15 COMP REV##30,61 
7895296244060##SINVASTATINA                                 20MG CX 2BL X 15 COMP REV##38,44 
7897076906960##SINVASTATINA                                 20MG CX 30 COMP##19,15 
7895296294034##SINVASTATINA                                 20MG CX 4 BL X 15 COMP REV##60,01 
7895296294027##SINVASTATINA                                 40MG CX 2BL X 15 COMP REV##52,31 
7897076906977##SINVASTATINA                                 40MG CX 30 COMP##27,45 
7897076908377##SINVASTATINA                                 80MG CX 30 COMP##46,48 
7896422507837##SINVASTATINA                                 10MG CX 30 COMP##48,80 
7897595609816##SINVASTATINA                                 10MG CX 30 COMP REV##49,84 
7897595609830##SINVASTATINA                                 20MG CX 10 COMP REV##26,34 
7896422507844##SINVASTATINA                                 20MG CX 30 COMP##53,33 
7897595609854##SINVASTATINA                                 20MG CX 30 COMP REV##55,87 
7896181913061##SINVASTATINA                                 20MG CX 30 COMP REV##46,39 
7896422507851##SINVASTATINA                                 20MG CX 60 COMP##68,76 
7897595609861##SINVASTATINA                                 20MG CX 60 COMP REV##72,08 
7896181913115##SINVASTATINA                                 40MG CX 10 COMP##20,46 
7896422508643##SINVASTATINA                                 40MG CX 30 COMP##65,61 
7897595609892##SINVASTATINA                                 40MG CX 30 COMP REV##66,39 
7896181913627##SINVASTATINA                                 40MG CX 30 COMP REV##55,91 
7897595609779##SINVASTATINA                                 5MG CX 30 COMP REV##30,61 
7896422507875##SINVASTATINA                                 80MG CX 10 COMP##23,99 
7897595609939##SINVASTATINA                                 80MG CX 30 COMP REV##66,39 
7898216360611##SINVASTIN                                    10MG CX 10 COMP REV##24,72 
7898216360628##SINVASTIN                                    10MG CX 30 COMP REV##15,08 
7898216360642##SINVASTIN                                    20MG CX 30 COMP REV##17,91 
7896004704470##SINVATROX                                    20MG CX 30 COMP##21,80 
7899095201088##SINVAX                                       20MG CX 30 COMP REV##16,15 
7899095201989##SINVAX                                       40MG CX 30 COMP REV##26,92 
7895858000301##SINVAZ                                       20MG CX 30 COMP REV##20,52 
7895858000271##SINVAZ                                       5MG CX 30 COMP REV##11,90 
7896006285007##SIRBEN                                       100MG CX 6 COMP##6,98 
7896006287001##SIRBEN                                       20MG/ML SUS OR FR 30 ML##7,62 
7896261010185##SIRDALUD                                     2MG CX 30 COMP##31,10 
7896112420163##SKAN                                         GEL CREME X 50##59,65 
7896112421399##SKAN                                         MOUSSE DE LIMP X 150ML##45,85 
7898168004113##SKIMATIX ULTRA                               GEL BG 15##65,22 
8470002358201##SKIN-CAP                                     SPRAY TB 100ML##178,22 
7898906846531##SKINAGE                                      OLEO DERMOPROTETOR FR 100ML##42,40 
7898906846548##SKINAGE                                      OLEO DERMOPROTETOR FR 200ML##63,60 
7898906846579##SKINAGE                                      OLEO DERMOPROTETOR FR 20ML##10,60 
7898906846586##SKINAGE                                      OLEO DERMOPROTETOR FR 30ML##13,80 
7898906846524##SKINAGE                                      OLEO DERMOPROTETOR FR 50ML##23,30 
7898946240788##SKINAGE BOTA DE UNNA                         DERMOPROTETOR 10,2CM X 6,00M##130,00 
7898946240795##SKINAGE BOTA DE UNNA                         DERMOPROTETOR 10,2CM X 9,14M##150,00 
7898946240764##SKINAGE BOTA DE UNNA                         DERMOPROTETOR 7,5CM X 6,00M##95,00 
7898946240771##SKINAGE BOTA DE UNNA                         DERMOPROTETOR 7,5CM X 9,14M##142,00 
8902220106307##SLENFIG                                      10MG CX 30 CAP##29,22 
8902220106321##SLENFIG                                      15MG CX 30 CAP##33,00 
7896261006553##SLOW-K                                       600MG FR 20 DR##8,66 
7891317451813##SNIF                                         9MG SOL NAS FR GT 30ML##7,07 
7891317431136##SNIF                                         9MG SOL NAS FR GTS 50ML##12,00 
7891317431181##SNIF                                         9MG SOL NAS FR SPRAY 50ML##12,00 
7891317497781##SNIF SOL NASAL GOTAS                         30MG/ML SOL NAS CT FR PLAS OPC SPRAY X 45 ML##15,09 
7898158695819##SO-SORO                                      9+0,1MG/ML SOL NAS FR CGTS X 30ML INF##6,11 
7897595901651##SOCIAN                                       200MG CX 20 COMP##107,03 
7897595901842##SOCIAN                                       50MG CX 20 COMP##56,81 
7896004724744##SODEN                                        1LT X 10 COMP REV DES LENT##11,96 
7896004728285##SODEN                                        2LT X 10 COMP REV DES LENT##20,27 
7899095201187##SODIX                                        50MG CX 20 COMP REV##5,91 
7898109241966##SOFTDERM                                     0,64+30MG/ML POM DERM BG 30##19,22 
7898109241201##SOFTEZ                                       10MG/G CREM DERM BG X 30##8,07 
7898168006421##SOLAQUIN                                     40MG CREME BG 30##40,81 
7898152463957##SOLIDAGO VIRGAUREA TM                        100MG/ML TINT FR 100ML+CM##10,35 
7896004728537##SOLLEVARE                                    100MG CX 1BL X 4 COMP REV##60,08 
7896004734668##SOLLEVARE                                    25MG CX 1BL X 4 COMP REV##34,90 
7896004734644##SOLLEVARE                                    25MG CX BL1 X 2 COMP REV##17,46 
7896004734675##SOLLEVARE                                    50MG CX 1BL X 1 COMP REV##9,59 
7896004734682##SOLLEVARE                                    50MG CX 1BL X 2 COMP REV##19,20 
7896004734699##SOLLEVARE                                    50MG CX 1BL X 4 COMP REV##38,38 
7896004734637##SOLLEVARE                                    50MG CX 2BL X 4 COMP REV##76,80 
